,0
0,5.136
1,5.185830230606952
2,6.026123598814706
3,6.590427313480972
4,7.0249264400615905
5,7.312960166314438
6,7.523354579797173
7,7.600492327943929
8,8.083349681905245
9,8.60116311719403
10,8.742949961703973
11,9.352059714434137
12,8.447245660750808
13,8.175378186531912
14,7.543787112742413
15,6.951059842795516
16,6.533402401845993
17,6.073692902354571
18,5.778195910901321
19,5.581109859231161
20,5.392093671262134
21,5.056043042940508
22,5.599393794752613
23,6.816757323441264
24,7.725387672399272
25,8.51103655414781
26,8.610191458849098
27,8.944729419976996
28,8.443974810549225
29,8.052164642731483
30,7.392446476444259
31,7.541991023692937
32,8.30921265849849
33,8.811529253682789
34,12.377618609070321
35,12.427088932606226
36,11.939826491189612
37,10.924543032000065
38,10.209834844914734
39,9.621687018031711
40,9.61032817084047
41,9.524828081402784
42,9.024325646145284
43,8.429638897577242
44,7.836902698204836
45,7.416380877423052
46,7.238864599687894
47,7.04887410405185
48,6.608280592465616
49,6.079873775349254
50,6.419688806425207
51,6.639802548264117
52,7.661242142240842
53,8.564893441736078
54,9.728915636302329
55,10.305496849707275
56,11.065136821665709
57,11.038675694756495
58,10.873125419271926
59,11.095402792973953
60,10.463516426775064
61,9.801734073730543
62,9.345166584301694
63,10.226094020650079
64,9.85046448517033
65,9.882456403143896
66,8.780353679441287
67,7.669698480473054
68,6.841771179847623
69,6.177529722521255
70,5.722057988638952
71,5.323057479453897
72,4.554394554458823
73,5.829893274377799
74,6.370319599686059
75,8.022376818483147
76,8.898953281729789
77,8.180057961266524
78,7.526189273117826
79,6.9995126144583475
80,6.5637827444051
81,6.1278191405542275
82,5.959675928935831
83,6.466760228587836
84,6.701412023225854
85,7.892428597637787
86,8.760674803357496
87,9.565098956929639
88,10.043613574413056
89,10.361573206003275
90,10.685069810314253
91,10.934978217770032
92,11.044267585339627
93,11.155800793999806
94,11.193477868756464
95,11.286024617299566
96,11.349612981771887
97,11.345078760646723
98,11.419405567702954
99,11.620882152482823
100,11.545267477979971
101,11.290695002474642
102,11.215989384597826
103,11.5207677526665
104,11.793187013890469
105,12.021759060861742
106,12.171825802845204
107,12.413899681066045
108,12.429926048654433
109,12.239227870054275
110,12.137695975049482
111,12.065985571765573
112,12.19727088808273
113,12.103969768910103
114,11.829502995764232
115,11.804090443507887
116,11.842582527366055
117,11.872323380579687
118,11.695041362818023
119,11.667762402924659
120,11.657741999623454
121,11.650464855332428
122,11.393152802349181
123,11.730968676803894
124,12.036124968712194
125,12.288196830720109
126,12.502239263108779
127,12.5638449451894
128,12.615444262226207
129,12.71417112691605
130,12.936556807909456
131,12.953277380876218
132,13.633741655656548
133,12.661503967488283
134,11.82691549700443
135,10.988636794833779
136,10.391467563329758
137,9.94113415122344
138,9.479412622383746
139,9.13609868257604
140,9.447469920410756
141,9.401291292714351
142,10.007504012211067
143,10.532012606614082
144,10.89634267322051
145,11.218686326620068
146,11.452081730805874
147,11.618913916715265
148,12.188823635520194
149,12.211752237627646
150,12.151761371446213
151,12.282357009900307
152,12.153872443635256
153,12.001374383014499
154,11.862718117158947
155,11.656454932132842
156,11.4525653353782
157,11.268387531858671
158,11.092761710513305
159,11.003904171044043
160,10.913732999128872
161,10.86423819533981
162,10.78720900992092
163,10.848747341556933
164,10.937574497638865
165,10.790900579473536
166,10.722320649469426
167,10.655804045650221
168,10.560876415223895
169,10.618984190571746
170,10.713082388809179
171,10.735460203092366
172,10.871430305770897
173,10.768953663875228
174,10.71431856530046
175,10.637524551708019
176,10.562499617550612
177,10.553053712985236
178,10.508705684019183
179,10.486474883015616
180,10.349789535397033
181,10.464665549176978
182,10.533822326015267
183,10.550774065495899
184,10.74247850185
185,10.752590669535149
186,10.838058677145574
187,10.872469212584006
188,10.905370515723057
189,10.911514422959621
190,10.930039415820533
191,10.957610033299801
192,10.945523637416631
193,10.931792532398164
194,10.960207344097938
195,10.942807910052647
196,10.94249245856538
197,10.973168238299014
198,11.02432541454863
199,11.054815425163115
200,11.061574451392579
201,11.092848075596631
202,11.065357873777968
203,11.0684261382204
204,11.184069935666002
205,11.10807243562017
206,11.080037232394885
207,11.46479788063865
208,11.458574015157593
209,11.371308541114074
210,11.14114610849764
211,10.868310108679786
212,10.671877957243032
213,10.527756531950777
214,10.30001272971765
215,10.462640718567517
216,10.463130208962895
217,10.406218520565657
218,10.447082684134509
219,10.441935543114733
220,10.42198060870052
221,10.404414792245204
222,10.407904096096487
223,10.353764685006595
224,10.480020765583426
