Dia,PrevD1,PrevD2,PrevD3,PrevD4,PrevD5,PrevD6,PrevD7
2023-07-31,0.103,0.123,0.037,0.000,0.000,0.014,0.111
2023-08-01,0.008,0.040,0.000,0.000,0.018,0.033,0.132
2023-08-02,0.000,0.000,0.000,0.000,0.000,0.095,0.135
2023-08-03,0.000,0.000,0.000,0.000,0.000,0.019,0.141
2023-08-04,0.000,0.000,0.000,0.000,0.000,0.023,0.040
2023-08-05,0.000,0.000,0.000,0.008,0.031,0.024,0.018
2023-08-06,0.000,0.000,0.504,0.372,0.291,0.193,0.306
2023-08-07,0.000,0.096,0.598,0.282,0.082,1.085,5.691
2023-08-08,0.238,0.264,0.099,0.180,1.489,5.291,3.412
2023-08-09,0.820,0.199,0.403,1.179,1.060,1.312,0.830
2023-08-10,0.125,0.127,0.068,1.032,2.521,2.627,0.020
2023-08-11,0.055,0.057,0.239,6.735,0.085,0.000,0.000
2023-08-12,0.005,0.252,0.781,0.332,0.010,0.000,0.000
2023-08-13,0.398,0.563,1.485,0.009,0.002,0.000,0.045
2023-08-14,2.506,0.859,0.036,0.024,0.020,1.333,0.059
2023-08-15,0.311,0.567,0.000,0.074,0.397,0.000,0.000
2023-08-16,1.130,0.002,0.039,4.213,3.776,2.773,0.126
2023-08-17,0.003,0.000,2.116,0.356,5.039,0.000,0.000
2023-08-18,0.000,0.899,0.001,0.025,0.000,0.080,0.090
2023-08-19,2.240,8.901,1.293,0.000,0.000,0.090,4.374
2023-08-20,0.193,0.975,0.002,0.036,0.232,0.427,0.030
2023-08-21,0.026,0.000,0.031,0.021,0.200,0.164,2.848
2023-08-22,0.000,0.000,0.000,0.065,0.754,0.672,7.172
2023-08-23,0.000,0.043,0.170,0.685,0.638,0.339,0.024
2023-08-24,0.083,0.074,2.805,1.062,0.562,0.193,0.028
2023-08-25,0.449,0.672,1.087,0.677,0.272,0.392,14.767
2023-08-26,2.724,6.975,0.796,0.008,0.103,0.003,0.001
2023-08-27,5.405,4.672,0.030,0.065,0.817,0.151,14.519
2023-08-28,1.438,0.946,0.405,0.007,0.000,15.416,1.706
2023-08-29,2.220,0.525,0.010,0.000,0.099,1.000,0.037
2023-08-30,0.042,0.005,0.002,0.094,2.801,2.822,27.062
2023-08-31,0.000,0.001,0.008,1.019,0.109,0.003,0.381
2023-09-01,0.000,0.059,0.162,0.110,0.102,0.866,0.089
2023-09-02,0.113,0.210,0.000,0.086,0.394,0.445,0.001
2023-09-03,0.616,0.049,2.968,6.211,0.467,0.000,0.004
2023-09-04,0.019,0.802,0.226,0.000,0.000,0.000,0.019
2023-09-05,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2023-09-06,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2023-09-07,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2023-09-08,0.000,0.000,0.000,0.000,0.000,0.000,0.427
2023-09-09,0.000,0.008,0.001,0.000,0.000,0.005,0.916
2023-09-10,0.000,0.001,0.000,0.001,0.035,12.107,0.620
2023-09-11,0.012,0.000,0.000,0.000,1.059,1.553,0.061
2023-09-12,0.000,0.000,1.189,3.096,0.002,0.000,0.010
2023-09-13,0.000,1.444,0.177,0.000,0.048,0.296,0.000
2023-09-14,4.988,0.257,0.005,0.003,0.135,0.000,0.000
2023-09-15,0.787,0.022,0.005,0.130,0.004,0.000,0.000
2023-09-16,0.005,0.000,0.258,0.001,0.000,0.000,0.000
2023-09-17,0.000,0.140,0.046,0.000,0.000,0.000,0.001
2023-09-18,0.212,0.130,0.004,0.000,0.000,0.000,0.000
2023-09-19,0.083,0.061,0.001,0.000,0.000,0.000,0.070
2023-09-20,0.027,0.003,0.000,0.000,0.000,0.013,0.186
2023-09-21,0.001,0.000,0.000,0.001,0.113,0.340,0.654
2023-09-22,0.001,0.000,0.000,0.053,0.077,0.382,0.794
2023-09-23,0.000,0.016,0.064,0.174,0.172,0.123,0.354
2023-09-24,0.024,0.423,0.114,0.207,0.659,0.338,1.534
2023-09-25,0.273,0.263,0.252,0.346,0.224,0.156,3.443
2023-09-26,0.221,0.301,0.288,0.211,0.167,0.687,1.519
2023-09-27,0.471,0.248,0.209,0.615,4.711,2.364,0.398
2023-09-28,0.199,0.249,1.090,9.745,10.394,0.343,0.043
2023-09-29,0.012,0.496,18.023,0.386,0.037,0.043,3.424
2023-09-30,0.412,22.986,1.580,0.284,3.342,39.227,1.463
2023-10-01,10.847,0.477,0.029,5.286,33.483,0.835,2.238
2023-10-02,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2023-10-03,1.157,0.977,1.653,1.176,0.180,0.082,0.118
2023-10-04,0.177,0.245,0.614,0.882,0.227,0.017,0.266
2023-10-05,0.262,0.498,2.781,2.527,0.042,0.657,1.033
2023-10-06,0.649,3.568,6.563,0.222,0.258,0.095,0.164
2023-10-07,10.481,8.813,20.454,0.272,0.430,0.123,8.034
2023-10-08,23.543,10.749,0.938,0.037,0.036,0.239,0.607
2023-10-09,12.595,0.423,0.023,0.964,7.464,1.061,0.170
2023-10-10,0.244,0.034,1.165,10.285,0.809,0.139,0.862
2023-10-11,0.019,0.840,0.540,0.905,0.381,1.104,1.390
2023-10-12,2.113,0.859,0.988,0.201,4.525,1.775,4.225
2023-10-13,1.265,2.551,0.617,0.438,1.830,7.136,0.385
2023-10-14,0.884,3.608,0.747,2.419,4.948,0.474,33.301
2023-10-15,2.702,3.375,3.199,5.225,0.764,7.140,0.039
