Dia,PrevD1,PrevD2,PrevD3,PrevD4
2022-05-15,3.460,2.626,0.726,0.000
2022-05-16,1.032,0.411,0.000,0.015
2022-05-17,0.201,0.035,0.086,0.006
2022-05-18,0.045,0.023,0.050,0.085
2022-05-19,0.001,0.000,0.000,0.000
2022-05-20,0.148,0.042,0.023,0.000
2022-05-21,0.085,0.034,0.019,0.000
2022-05-22,0.005,0.000,0.000,0.000
2022-05-23,0.000,0.056,0.002,0.000
2022-05-24,0.000,0.000,0.000,0.000
2022-05-25,0.000,0.002,0.052,0.000
2022-05-26,0.000,0.006,0.000,0.000
2022-05-27,0.000,0.000,0.000,0.000
2022-05-28,0.005,0.000,0.023,0.304
2022-05-29,0.000,0.000,0.096,3.565
2022-05-30,0.000,0.423,13.164,0.000
2022-05-31,5.814,0.433,0.014,0.009
2022-06-01,0.588,0.012,0.090,0.033
2022-06-02,0.033,0.122,0.036,0.000
2022-06-03,0.230,0.196,0.011,0.022
2022-06-04,0.090,0.181,0.061,0.000
2022-06-05,0.007,0.020,0.025,0.009
2022-06-06,0.000,0.000,1.618,0.065
2022-06-07,0.001,2.031,0.432,0.780
2022-06-08,2.484,8.768,3.236,0.173
2022-06-09,0.464,1.854,0.364,0.000
2022-06-10,1.557,0.147,0.085,0.000
2022-06-11,0.104,0.053,0.007,0.023
2022-06-12,0.137,0.000,0.115,0.023
2022-06-13,0.000,0.084,0.024,0.000
2022-06-14,0.028,0.034,0.000,0.000
2022-06-15,0.034,0.034,0.000,0.425
2022-06-16,0.000,0.000,2.282,0.125
2022-06-17,0.000,3.023,0.057,0.056
2022-06-18,2.211,0.120,4.851,0.000
2022-06-19,0.000,0.000,0.000,0.000
2022-06-20,0.610,0.001,0.000,0.000
2022-06-21,0.013,0.000,0.000,0.000
2022-06-22,0.000,0.000,0.000,0.000
2022-06-23,0.000,0.000,0.004,0.240
2022-06-24,0.000,0.010,0.221,0.024
2022-06-25,0.000,0.000,0.000,0.000
2022-06-26,0.283,0.014,0.000,0.000
2022-06-27,0.008,0.019,0.004,0.008
2022-06-28,0.031,0.000,0.015,0.104
2022-06-29,0.000,0.036,0.026,0.000
2022-06-30,0.098,0.060,0.002,0.000
2022-07-01,0.000,0.000,0.000,0.000
2022-07-02,0.000,0.000,0.000,0.000
2022-07-03,0.000,0.000,0.000,0.000
2022-07-04,0.000,0.000,0.000,0.000
2022-07-05,0.000,0.000,0.000,0.000
2022-07-06,0.000,0.000,0.000,0.000
2022-07-07,0.000,0.000,0.000,0.000
2022-07-08,0.000,0.000,0.000,0.000
2022-07-09,0.000,0.000,0.000,0.000
2022-07-10,0.000,0.000,0.000,0.000
2022-07-11,0.000,0.000,0.000,0.000
2022-07-12,0.104,0.068,0.005,0.000
2022-07-13,0.073,0.023,0.000,0.000
2022-07-14,0.043,0.000,0.000,0.000
2022-07-15,0.000,0.000,0.001,0.068
2022-07-16,0.000,0.000,0.008,0.000
2022-07-17,0.000,0.007,0.018,0.003
2022-07-18,0.020,0.049,0.088,0.000
2022-07-19,0.010,0.422,0.102,0.000
2022-07-20,0.084,0.043,0.003,0.001
2022-07-21,0.017,0.000,0.000,0.000
2022-07-22,0.000,0.000,0.000,0.000
2022-07-23,0.000,0.000,0.000,0.000
2022-07-24,0.000,0.000,0.000,0.000
2022-07-25,0.000,0.000,0.028,0.000
2022-07-26,0.000,0.013,0.000,0.000
2022-07-27,0.010,0.015,1.021,6.388
2022-07-28,0.000,0.076,1.907,0.013
2022-07-29,0.044,0.199,0.039,0.005
2022-07-30,0.000,0.000,0.000,0.000
2022-07-31,0.035,0.026,0.000,0.002
2022-08-01,0.000,0.000,0.000,0.000
2022-08-02,0.000,0.000,0.002,0.000
2022-08-03,0.000,0.000,0.006,0.000
2022-08-04,0.000,0.032,0.195,0.001
2022-08-05,0.052,0.098,0.059,0.000
2022-08-06,0.135,0.000,0.452,9.948
2022-08-07,0.001,0.672,0.914,18.197
2022-08-08,6.868,3.993,15.539,0.827
2022-08-09,8.908,25.153,0.610,0.601
2022-08-10,22.407,0.860,0.004,0.002
2022-08-11,1.388,0.011,0.000,0.000
2022-08-12,0.020,0.000,0.000,0.000
2022-08-13,0.000,0.000,0.000,0.000
2022-08-14,0.000,0.000,0.397,0.008
2022-08-15,0.000,0.000,0.000,0.000
2022-08-16,0.000,0.022,0.001,0.329
