Dia,Precipitacao,Vazao,Captacao,Evapotranspiracao
2021-01-07,4.8,9.944,0.323,4.281
2021-01-08,1.6,9.304,0.298,4.281
2021-01-09,3.4,9.495,0.353,4.281
2021-01-10,5,11.507,0.306,4.281
2021-01-11,16,13.808,0.396,4.281
2021-01-12,2.4,16.827,0.352,4.281
2021-01-13,46.8,20.218,0.358,4.281
2021-01-14,0.4,29.921,0.315,4.281
2021-01-15,14.4,29.653,0.365,4.281
2021-01-16,14,25.386,0.364,4.281
2021-01-17,1.6,23.001,0.353,4.281
2021-01-18,0.2,19.733,0.290,4.281
2021-01-19,5,17.126,0.378,4.281
2021-01-20,0,14.482,0.385,4.281
2021-01-21,0,10.368,0.357,4.281
2021-01-22,0,7.175,0.369,4.281
2021-01-23,1.4,6.495,0.313,4.281
2021-01-24,0,7.193,0.363,4.281
2021-01-25,3.2,8.031,0.348,4.281
2021-01-26,1.8,9.774,0.343,4.281
2021-01-27,0,10.765,0.358,4.281
2021-01-28,0,10.489,0.390,4.281
2021-01-29,0,9.087,0.335,4.281
2021-01-30,0,7.641,0.383,4.281
2021-01-31,0,6.529,0.320,4.281
2021-02-01,0.2,6.066,0.368,4.377
2021-02-02,3,6.596,0.338,4.377
2021-02-03,1,7.99,0.312,4.377
2021-02-04,0,8.877,0.378,4.377
2021-02-05,25.6,10.336,0.379,4.377
2021-02-06,0,13.651,0.336,4.377
2021-02-07,0,14.63,0.319,4.377
2021-02-08,0,14.199,0.388,4.377
2021-02-09,0,12.32,0.356,4.377
2021-02-10,8.2,10.16,0.358,4.377
2021-02-11,35.2,10.559,0.341,4.377
2021-02-12,7.6,10.75,0.297,4.377
2021-02-13,9.2,11.106,0.359,4.377
2021-02-14,0.2,13.474,0.307,4.377
2021-02-15,0.2,14.744,0.371,4.377
2021-02-16,2.8,12.855,0.375,4.377
2021-02-17,11.6,9.866,0.373,4.377
2021-02-18,0.4,9.356,0.344,4.377
2021-02-19,0.2,8.552,0.366,4.377
2021-02-20,0,5.97,0.336,4.377
2021-02-21,0,4.72,0.329,4.377
2021-02-22,0,5.164,0.356,4.377
2021-02-23,0,7.262,0.344,4.377
2021-02-24,0.4,8.699,0.358,4.377
2021-02-25,8.8,10.391,0.327,4.377
2021-02-26,1.2,11.071,0.375,4.377
2021-02-27,4,11.66,0.352,4.377
2021-02-28,0.2,11.73,0.342,4.377
2021-03-01,0.6,11.032,0.351,3.878
2021-03-02,0,10.149,0.367,3.878
2021-03-03,0.4,9.353,0.370,3.878
2021-03-04,1.6,8.721,0.363,3.878
2021-03-05,13.4,8.255,0.337,3.878
2021-03-06,39,9.791,0.369,3.878
2021-03-07,16.8,15.819,0.385,3.878
2021-03-08,0,19.282,0.319,3.878
2021-03-09,3.4,22.286,0.329,3.878
2021-03-10,0.2,20.146,0.365,3.878
2021-03-11,3.4,16.773,0.350,3.878
2021-03-12,2.6,12.278,0.360,3.878
2021-03-13,0,8.556,0.313,3.878
2021-03-14,51.6,7.741,0.330,3.878
2021-03-15,0,9.092,0.340,3.878
2021-03-16,0,9.152,0.305,3.878
2021-03-17,0,9.949,0.358,3.878
2021-03-18,34.8,13.278,0.276,3.878
2021-03-19,0,15.207,0.314,3.878
2021-03-20,0,14.157,0.369,3.878
2021-03-21,0,13.725,0.359,3.878
2021-03-22,0,12.136,0.358,3.878
2021-03-23,0.2,9.436,0.377,3.878
2021-03-24,0,7.421,0.360,3.878
2021-03-25,0,6.732,0.358,3.878
2021-03-26,0,7.086,0.374,3.878
2021-03-27,0.2,7.321,0.309,3.878
2021-03-28,0,8.356,0.353,3.878
2021-03-29,0,9.083,0.378,3.878
2021-03-30,13.6,10.16,0.367,3.878
2021-03-31,0.4,11.348,0.359,3.878
2021-04-01,0,11.417,0.395,3.104
2021-04-02,0,11.444,0.338,3.104
2021-04-03,0,11.196,0.289,3.104
2021-04-04,0,10.763,0.331,3.104
2021-04-05,0,10.303,0.333,3.104
2021-04-06,2.4,10.029,0.380,3.104
2021-04-07,0,9.872,0.350,3.104
2021-04-08,0,9.72,0.332,3.104
2021-04-09,0,9.545,0.369,3.104
2021-04-10,0,9.375,0.317,3.104
2021-04-11,0.2,9.202,0.130,3.104
2021-04-12,0.2,9.106,0.214,3.104
2021-04-13,0,9.058,0.452,3.104
2021-04-14,0,9.229,0.325,3.104
2021-04-15,0,9.699,0.402,3.104
2021-04-16,0,10.079,0.421,3.104
2021-04-17,0,10.325,0.415,3.104
2021-04-18,2,10.949,0.435,3.104
2021-04-19,0,10.774,0.433,3.104
2021-04-20,0,10.778,0.422,3.104
2021-04-21,0,10.7,0.454,3.104
2021-04-22,0,10.512,0.430,3.104
2021-04-23,0,10.23,0.402,3.104
2021-04-24,0,10.037,0.191,3.104
2021-04-25,0.2,9.912,0.220,3.104
2021-04-26,0,9.874,0.442,3.104
2021-04-27,0,9.894,0.424,3.104
2021-04-28,0,9.873,0.349,3.104
2021-04-29,0,9.792,0.288,3.104
2021-04-30,0,9.709,0.438,3.104
2021-05-01,0,9.648,0.441,1.867
2021-05-02,0.2,9.59,0.429,1.867
2021-05-03,0.2,9.602,0.393,1.867
2021-05-04,0.6,9.587,0.423,1.867
2021-05-05,0,9.574,0.465,1.867
2021-05-06,0.2,9.813,0.446,1.867
2021-05-07,0,10.234,0.410,1.867
2021-05-08,0,10.523,0.359,1.867
2021-05-09,0,10.729,0.420,1.867
2021-05-10,0,10.938,0.460,1.867
2021-05-11,0.2,11.146,0.429,1.867
2021-05-12,13,11.426,0.438,1.867
2021-05-13,4.6,12.882,0.428,1.867
2021-05-14,0,12.916,0.447,1.867
2021-05-15,0,12.687,0.442,1.867
2021-05-16,0,11.555,0.335,1.867
2021-05-17,0,10.029,0.426,1.867
2021-05-18,0,8.709,0.433,1.867
2021-05-19,0,7.945,0.419,1.867
2021-05-20,0.2,7.573,0.426,1.867
2021-05-21,0.2,7.458,0.445,1.867
2021-05-22,11.8,8.655,0.435,1.867
2021-05-23,0,9.73,0.382,1.867
2021-05-24,0.4,9.894,0.450,1.867
2021-05-25,0.2,10.067,0.435,1.867
2021-05-26,0.2,10.351,0.458,1.867
2021-05-27,0,10.466,0.431,1.867
2021-05-28,0.2,10.25,0.423,1.867
2021-05-29,1.4,10.041,0.428,1.867
2021-05-30,12.4,10.668,0.300,1.867
2021-05-31,0,11.654,0.320,1.867
2021-06-01,0,11.722,0.410,1.583
2021-06-02,0.2,11.41,0.408,1.583
2021-06-03,0.2,10.809,0.423,1.583
2021-06-04,0.2,10.121,0.376,1.583
2021-06-05,0.2,9.604,0.431,1.583
2021-06-06,0.2,9.433,0.403,1.583
2021-06-07,0.4,9.342,0.391,1.583
2021-06-08,0.4,9.149,0.403,1.583
2021-06-09,0,8.952,0.441,1.583
2021-06-10,3.6,8.807,0.431,1.583
2021-06-11,0.2,9.249,0.430,1.583
2021-06-12,0,9.324,0.406,1.583
2021-06-13,0,9.105,0.423,1.583
2021-06-14,0,8.898,0.312,1.583
2021-06-15,0,8.738,0.182,1.583
2021-06-16,0.2,8.648,0.294,1.583
2021-06-17,0,8.634,0.333,1.583
2021-06-18,0,8.596,0.368,1.583
2021-06-19,1.4,8.621,0.382,1.583
2021-06-20,0.8,8.806,0.424,1.583
2021-06-21,0.2,8.859,0.406,1.583
2021-06-22,10.8,9.771,0.444,1.583
2021-06-23,0,10.074,0.428,1.583
2021-06-24,0.2,9.897,0.458,1.583
2021-06-25,0,9.582,0.426,1.583
2021-06-26,0,9.159,0.434,1.583
2021-06-27,0.2,8.756,0.454,1.583
2021-06-28,0.2,8.543,0.419,1.583
2021-06-29,0.4,8.361,0.427,1.583
2021-06-30,0.2,8.264,0.413,1.583
2021-07-01,0.2,8.279,0.464,1.532
2021-07-02,0,8.375,0.445,1.532
2021-07-03,0.2,8.458,0.446,1.532
2021-07-04,0,8.511,0.450,1.532
2021-07-05,0,8.525,0.368,1.532
2021-07-06,0,8.625,0.441,1.532
2021-07-07,0,8.757,0.418,1.532
2021-07-08,0,8.784,0.430,1.532
2021-07-09,0,8.84,0.431,1.532
2021-07-10,0,8.774,0.449,1.532
2021-07-11,0.2,8.777,0.447,1.532
2021-07-12,0,8.73,0.430,1.532
2021-07-13,0.4,8.662,0.448,1.532
2021-07-14,0,8.688,0.464,1.532
2021-07-15,0.2,8.704,0.435,1.532
2021-07-16,0,8.766,0.446,1.532
2021-07-17,0.2,8.784,0.406,1.532
2021-07-18,0,8.767,0.436,1.532
2021-07-19,0,8.684,0.429,1.532
2021-07-20,0.2,8.725,0.430,1.532
2021-07-21,0,8.702,0.445,1.532
2021-07-22,0.2,8.715,0.428,1.532
2021-07-23,0,8.719,0.464,1.532
2021-07-24,0.2,8.704,0.465,1.532
2021-07-25,0.2,8.74,0.350,1.532
2021-07-26,0,8.782,0.424,1.532
2021-07-27,0,8.781,0.448,1.532
2021-07-28,27.2,10.916,0.435,1.532
2021-07-29,0,11.386,0.446,1.532
2021-07-30,0.2,11.434,0.444,1.532
2021-07-31,0,10.852,0.399,1.532
2021-08-01,0,10.069,0.434,1.916
2021-08-02,0,9.26,0.443,1.916
2021-08-03,0.2,8.753,0.433,1.916
2021-08-04,0,8.478,0.431,1.916
2021-08-05,0,8.466,0.445,1.916
2021-08-06,0,8.578,0.384,1.916
2021-08-07,0,8.577,0.448,1.916
2021-08-08,0,8.57,0.412,1.916
2021-08-09,0,8.557,0.420,1.916
2021-08-10,0.4,8.509,0.441,1.916
2021-08-11,0,8.46,0.458,1.916
2021-08-12,0,8.466,0.430,1.916
2021-08-13,0,8.475,0.453,1.916
2021-08-14,0,8.489,0.453,1.916
2021-08-15,0,8.544,0.441,1.916
2021-08-16,0,8.69,0.467,1.916
2021-08-17,0,8.829,0.435,1.916
2021-08-18,0,8.881,0.448,1.916
2021-08-19,0,8.853,0.461,1.916
2021-08-20,0,8.821,0.452,1.916
2021-08-21,0,8.777,0.452,1.916
2021-08-22,0,8.697,0.441,1.916
2021-08-23,0,8.637,0.446,1.916
2021-08-24,0,8.587,0.441,1.916
2021-08-25,0,8.538,0.445,1.916
2021-08-26,0,8.485,0.447,1.916
2021-08-27,0,8.455,0.462,1.916
2021-08-28,15,9.109,0.443,1.916
2021-08-29,0.2,9.394,0.401,1.916
2021-08-30,0,9.528,0.441,1.916
2021-08-31,0,9.578,0.435,1.916
2021-09-01,0,9.517,0.402,2.580
2021-09-02,0,9.312,0.447,2.580
2021-09-03,0,9.045,0.460,2.580
2021-09-04,0,8.88,0.413,2.580
2021-09-05,0,8.871,0.419,2.580
2021-09-06,0,8.698,0.461,2.580
2021-09-07,0,8.639,0.408,2.580
2021-09-08,0,8.562,0.402,2.580
2021-09-09,1,8.658,0.869,2.580
2021-09-10,7,9.225,0.816,2.580
2021-09-11,0.2,9.661,0.784,2.580
2021-09-12,0,9.698,0.724,2.580
2021-09-13,0.4,9.493,0.761,2.580
2021-09-14,0,9.289,0.801,2.580
2021-09-15,0,9.028,0.747,2.580
2021-09-16,0,8.736,0.825,2.580
2021-09-17,0,8.533,0.806,2.580
2021-09-18,0,8.308,0.810,2.580
2021-09-19,0,8.102,0.866,2.580
2021-09-20,0,7.898,0.775,2.580
2021-09-21,0,7.924,0.849,2.580
2021-09-22,0,7.872,0.739,2.580
2021-09-23,0,7.911,0.771,2.580
2021-09-24,0,7.869,0.853,2.580
2021-09-25,12.6,8.64,0.787,2.580
2021-09-26,6,9.223,0.785,2.580
2021-09-27,0,9.524,0.789,2.580
2021-09-28,0,9.418,0.806,2.580
2021-09-29,0,9.277,0.815,2.580
2021-09-30,0,9.118,0.815,2.580
2021-10-01,1.4,9.09,0.840,3.418
2021-10-02,0.6,9.268,0.763,3.418
2021-10-03,9.4,10.339,0.781,3.418
2021-10-04,0.2,11.54,0.717,3.418
2021-10-05,0,11.907,0.767,3.418
2021-10-06,0,11.478,0.799,3.418
2021-10-07,0,10.297,0.762,3.418
2021-10-08,0,8.589,0.787,3.418
2021-10-09,0,7.35,0.769,3.418
2021-10-10,0,7.398,0.715,3.418
2021-10-11,0,7.863,0.722,3.418
2021-10-12,0,8.396,0.735,3.418
2021-10-13,0,8.761,0.753,3.418
2021-10-14,0,9.186,0.775,3.418
2021-10-15,12.8,9.283,0.828,3.418
2021-10-16,3.6,10.54,0.816,3.418
2021-10-17,1.4,10.275,0.741,3.418
2021-10-18,11.6,10.837,0.659,3.418
2021-10-19,2.6,11.238,0.725,3.418
2021-10-20,0,11.048,0.761,3.418
2021-10-21,0,9.353,0.775,3.418
2021-10-22,0,7.786,0.794,3.418
2021-10-23,0,6.759,0.793,3.418
2021-10-24,25.4,8.733,0.737,3.418
2021-10-25,0.2,9.571,0.748,3.418
2021-10-26,6.6,9.75,0.746,3.418
2021-10-27,5.2,11.279,0.754,3.418
2021-10-28,1.8,11.325,0.746,3.418
2021-10-29,0,9.847,0.789,3.418
2021-10-30,0.2,7.912,0.801,3.418
2021-10-31,2.2,6.772,0.731,3.418
2021-11-01,15,7.872,0.721,3.717
2021-11-02,0,8.212,0.755,3.717
2021-11-03,0,7.664,0.789,3.717
2021-11-04,0,6.408,0.810,3.717
2021-11-05,0,5.838,0.778,3.717
2021-11-06,0,6.229,0.810,3.717
2021-11-07,0,6.416,0.757,3.717
2021-11-08,0,6.589,0.790,3.717
2021-11-09,0,7.127,0.802,3.717
2021-11-10,0,8.212,0.791,3.717
2021-11-11,2,8.982,0.802,3.717
2021-11-12,0.2,9.738,0.785,3.717
2021-11-13,0,10.29,0.805,3.717
2021-11-14,0,10.621,0.794,3.717
2021-11-15,0.2,10.76,0.809,3.717
2021-11-16,0.6,10.78,0.792,3.717
2021-11-17,0,10.637,0.855,3.717
2021-11-18,12.6,10.653,0.850,3.717
2021-11-19,16.2,12.3,0.805,3.717
2021-11-20,0,12.097,0.819,3.717
2021-11-21,0,11.481,0.752,3.717
2021-11-22,0,9.776,0.803,3.717
2021-11-23,0,7.672,0.733,3.717
2021-11-24,0,6.377,0.684,3.717
2021-11-25,0,6.636,0.885,3.717
2021-11-26,8.6,7.345,0.820,3.717
2021-11-27,0,7.935,0.868,3.717
2021-11-28,0,8.579,0.828,3.717
2021-11-29,0,9.129,0.763,3.717
2021-11-30,10.4,10.773,0.818,3.717
2021-12-01,0.2,12.112,0.707,4.236
2021-12-02,0,12.667,0.815,4.236
2021-12-03,0,11.889,0.863,4.236
2021-12-04,0,10.938,0.875,4.236
2021-12-05,0.2,10.328,0.847,4.236
2021-12-06,0.4,9.608,0.815,4.236
2021-12-07,0.4,8.859,0.808,4.236
2021-12-08,0,8.44,0.830,4.236
2021-12-09,0,8.205,0.836,4.236
2021-12-10,0,8.09,0.893,4.236
2021-12-11,0,8.253,0.877,4.236
2021-12-12,0,8.802,0.855,4.236
2021-12-13,1.4,9.299,0.843,4.236
2021-12-14,7.2,9.796,0.807,4.236
2021-12-15,15.2,11.312,0.657,4.236
2021-12-16,5.2,12.727,0.815,4.236
2021-12-17,46,15.014,0.834,4.236
2021-12-18,0,16.605,0.837,4.236
2021-12-19,0,15.372,0.844,4.236
2021-12-20,0,10.897,0.743,4.236
2021-12-21,0,5.981,0.897,4.236
2021-12-22,3.6,4.606,0.837,4.236
2021-12-23,0.8,5.648,0.824,4.236
2021-12-24,0,6.44,0.714,4.236
2021-12-25,0,6.707,0.575,4.236
2021-12-26,0,7.491,0.775,4.236
2021-12-27,12,9.38,0.810,4.236
2021-12-28,11.8,12.096,0.787,4.236
2021-12-29,8,13.684,0.821,4.236
2021-12-30,3.8,14.001,0.821,4.236
2021-12-31,15.8,13.681,0.756,4.236
2022-01-01,14.6,13.855,0.711,4.281
2022-01-02,0.2,13.334,0.786,4.281
2022-01-03,0,11.132,0.691,4.281
2022-01-04,8,8.991,0.735,4.281
2022-01-05,9.8,8.182,0.724,4.281
2022-01-06,3.6,9.04,0.733,4.281
2022-01-07,1.2,11.328,0.759,4.281
2022-01-08,0.2,12.985,0.765,4.281
2022-01-09,6.2,11.775,0.751,4.281
2022-01-10,0,9.127,0.698,4.281
2022-01-11,11.6,8.075,0.711,4.281
2022-01-12,5,7.687,0.670,4.281
2022-01-13,6.8,7.47,0.712,4.281
2022-01-14,14.2,9.612,0.696,4.281
2022-01-15,0.2,9.578,0.722,4.281
2022-01-16,0.4,8.701,0.651,4.281
2022-01-17,0.2,8.688,0.711,4.281
2022-01-18,0.2,8.54,0.690,4.281
2022-01-19,6.8,8.893,0.726,4.281
2022-01-20,0,8.144,0.726,4.281
2022-01-21,0,6.147,0.765,4.281
2022-01-22,0,4.944,0.757,4.281
2022-01-23,0,4.533,0.720,4.281
2022-01-24,0,5.368,0.687,4.281
2022-01-25,0.6,5.715,0.704,4.281
2022-01-26,13,6.797,0.743,4.281
2022-01-27,8.8,7.394,0.696,4.281
2022-01-28,11.2,8.347,0.724,4.281
2022-01-29,23,11.229,0.636,4.281
2022-01-30,29.6,18.186,0.625,4.281
2022-01-31,38,27.057,0.629,4.281
2022-02-01,14.6,33.123,0.687,4.377
2022-02-02,3.2,32.595,0.683,4.377
2022-02-03,6.6,28.746,0.732,4.377
2022-02-04,1,22.709,0.719,4.377
2022-02-05,1.8,17.926,0.700,4.377
2022-02-06,0,14.56,0.698,4.377
2022-02-07,6.6,11.848,0.673,4.377
2022-02-08,0,13.668,0.711,4.377
2022-02-09,0,15.403,0.730,4.377
2022-02-10,0,13.319,0.682,4.377
2022-02-11,0,9.525,0.685,4.377
2022-02-12,0,7.171,0.735,4.377
2022-02-13,0,6.084,0.672,4.377
2022-02-14,0,5.914,0.651,4.377
2022-02-15,0.4,5.692,0.732,4.377
2022-02-16,0,6.092,0.705,4.377
2022-02-17,4,7.128,0.661,4.377
2022-02-18,0.2,7.893,0.679,4.377
2022-02-19,0,8.275,0.705,4.377
2022-02-20,1.2,8.501,0.689,4.377
2022-02-21,0.2,8.899,0.700,4.377
2022-02-22,2.2,8.624,0.730,4.377
2022-02-23,0.2,8.318,0.748,4.377
2022-02-24,0,8.024,0.809,4.377
2022-02-25,0,7.709,0.845,4.377
2022-02-26,0,7.355,0.860,4.377
2022-02-27,0,6.928,0.831,4.377
2022-02-28,0,6.844,0.814,4.377
2022-03-01,11,7.395,0.825,3.878
2022-03-02,0.2,7.765,0.836,3.878
2022-03-03,0,7.743,0.856,3.878
2022-03-04,10.8,7.877,0.825,3.878
2022-03-05,0.4,9.721,0.848,3.878
2022-03-06,0,10.098,0.819,3.878
2022-03-07,0,9.197,0.800,3.878
2022-03-08,3.8,8.445,0.816,3.878
2022-03-09,14,8.275,0.816,3.878
2022-03-10,6.4,9.345,0.791,3.878
2022-03-11,2.6,8.348,0.798,3.878
2022-03-12,9.2,8.094,0.812,3.878
2022-03-13,22.4,10.114,0.771,3.878
2022-03-14,44.2,14.081,0.797,3.878
2022-03-15,11.6,16.45,0.798,3.878
2022-03-16,0.8,14.012,0.781,3.878
2022-03-17,0.8,13.412,0.787,3.878
2022-03-18,6,12.303,0.840,3.878
2022-03-19,0,9.888,0.830,3.878
2022-03-20,1.2,8.649,0.790,3.878
2022-03-21,0,7.831,0.768,3.878
2022-03-22,0,6.267,0.771,3.878
2022-03-23,0,5.427,0.826,3.878
2022-03-24,0,5.96,0.846,3.878
2022-03-25,0,6.255,0.819,3.878
2022-03-26,8.4,7.104,0.889,3.878
2022-03-27,6.2,7.821,0.793,3.878
2022-03-28,0,8.556,0.818,3.878
2022-03-29,0,8.265,0.820,3.878
2022-03-30,0,8.063,0.804,3.878
2022-03-31,1.2,7.875,0.816,3.878
2022-04-01,1.2,7.592,0.802,3.104
2022-04-02,0,7.411,0.814,3.104
2022-04-03,0,7.336,0.802,3.104
2022-04-04,0,7.163,0.803,3.104
2022-04-05,0,7.047,0.840,3.104
2022-04-06,0,6.842,0.808,3.104
2022-04-07,0,6.789,0.819,3.104
2022-04-08,22.2,7.221,0.851,3.104
2022-04-09,0,8.644,0.818,3.104
2022-04-10,0.2,8.408,0.829,3.104
2022-04-11,0,8.276,0.797,3.104
2022-04-12,0,8.226,0.819,3.104
2022-04-13,0,8.085,0.817,3.104
2022-04-14,0.2,7.848,0.820,3.104
2022-04-15,0,7.673,0.795,3.104
2022-04-16,0,7.554,0.513,3.104
2022-04-17,0,7.428,0.526,3.104
2022-04-18,0,7.467,0.848,3.104
2022-04-19,0,7.615,0.833,3.104
2022-04-20,0,7.923,0.806,3.104
2022-04-21,0,8.282,0.804,3.104
2022-04-22,0.2,8.512,0.830,3.104
2022-04-23,0,8.592,0.843,3.104
2022-04-24,0,8.564,0.779,3.104
2022-04-25,0,8.566,0.821,3.104
2022-04-26,0,8.544,0.821,3.104
2022-04-27,0.2,8.485,0.811,3.104
2022-04-28,0,8.246,0.849,3.104
2022-04-29,0,8.203,0.834,3.104
2022-04-30,0.4,8.29,0.852,3.104
2022-05-01,0,8.456,0.853,1.867
2022-05-02,0,8.581,0.827,1.867
2022-05-03,0,8.734,0.812,1.867
2022-05-04,6.4,9.175,0.772,1.867
2022-05-05,0.2,9.487,0.796,1.867
2022-05-06,0,9.582,0.854,1.867
2022-05-07,0,9.501,0.818,1.867
2022-05-08,0,9.536,0.775,1.867
2022-05-09,0,9.668,0.819,1.867
2022-05-10,0.4,9.741,0.811,1.867
2022-05-11,8.6,9.894,0.811,1.867
2022-05-12,0.2,10.427,0.824,1.867
2022-05-13,0,10.505,0.836,1.867
2022-05-14,0,10.483,0.841,1.867
2022-05-15,7.4,10.574,0.792,1.867
2022-05-16,0.2,10.575,0.755,1.867
2022-05-17,0.2,10.575,0.831,1.867
2022-05-18,0,10.441,0.745,1.867
2022-05-19,0,10.223,0.792,1.867
2022-05-20,0.2,10.072,0.787,1.867
2022-05-21,0,10.047,0.841,1.867
2022-05-22,0,9.942,0.818,1.867
2022-05-23,0.2,9.921,0.789,1.867
2022-05-24,0,9.906,0.818,1.867
2022-05-25,0.2,9.839,0.827,1.867
2022-05-26,0.2,9.781,0.843,1.867
2022-05-27,0.2,9.779,0.810,1.867
2022-05-28,0,9.75,0.824,1.867
2022-05-29,0.2,9.766,0.823,1.867
2022-05-30,12.2,9.891,0.815,1.867
2022-05-31,13.2,11.897,0.778,1.867
2022-06-01,11.2,13.395,0.798,1.583
2022-06-02,0.2,13.246,0.810,1.583
2022-06-03,0,12.666,0.773,1.583
2022-06-04,0,11.469,0.814,1.583
2022-06-05,0,9.792,0.806,1.583
2022-06-06,0,8.252,0.781,1.583
2022-06-07,4.4,7.396,0.789,1.583
2022-06-08,2.2,7.371,0.783,1.583
2022-06-09,2,7.984,0.796,1.583
2022-06-10,6.8,9.408,0.755,1.583
2022-06-11,0,9.783,0.816,1.583
2022-06-12,0,9.783,0.774,1.583
2022-06-13,0.2,9.643,0.767,1.583
2022-06-14,0.2,9.519,0.794,1.583
2022-06-15,0.2,9.335,0.792,1.583
2022-06-16,0.2,9.2,0.799,1.583
2022-06-17,0.2,9.003,0.808,1.583
2022-06-18,0,8.813,0.800,1.583
2022-06-19,0,8.594,0.772,1.583
2022-06-20,0.2,8.49,0.771,1.583
2022-06-21,0.2,8.448,0.840,1.583
2022-06-22,0.2,8.378,0.890,1.583
2022-06-23,0.2,8.296,0.816,1.583
2022-06-24,0.2,8.232,0.843,1.583
2022-06-25,0.2,8.349,0.827,1.583
2022-06-26,0,8.542,0.793,1.583
2022-06-27,0,8.721,0.755,1.583
2022-06-28,0,8.88,0.833,1.583
2022-06-29,0.2,9.179,0.814,1.583
2022-06-30,0.2,9.395,0.836,1.583
2022-07-01,0.2,9.485,0.841,1.532
2022-07-02,0,9.512,0.836,1.532
2022-07-03,0,9.374,0.815,1.532
2022-07-04,0.2,9.238,0.788,1.532
2022-07-05,0.2,9.16,0.821,1.532
2022-07-06,0.2,9.1,0.780,1.532
2022-07-07,0,9.089,0.817,1.532
2022-07-08,0,9.043,0.840,1.532
2022-07-09,0,8.958,0.683,1.532
2022-07-10,0,8.932,0.633,1.532
2022-07-11,0,8.889,0.798,1.532
2022-07-12,0,8.858,0.807,1.532
2022-07-13,0.2,8.816,0.817,1.532
2022-07-14,0,8.782,0.790,1.532
2022-07-15,0,8.723,0.844,1.532
2022-07-16,0,8.699,0.852,1.532
2022-07-17,0,8.812,0.837,1.532
2022-07-18,0,8.805,0.869,1.532
2022-07-19,0.4,8.783,0.808,1.532
2022-07-20,0,8.757,0.844,1.532
2022-07-21,0,8.693,0.793,1.532
2022-07-22,0.2,8.657,0.746,1.532
2022-07-23,0,8.635,0.855,1.532
2022-07-24,0,8.645,0.822,1.532
2022-07-25,0.2,8.604,0.835,1.532
2022-07-26,0,8.617,0.798,1.532
2022-07-27,0,8.588,0.827,1.532
2022-07-28,0.2,8.633,0.887,1.532
2022-07-29,5.2,8.888,0.851,1.532
2022-07-30,0.2,9.123,0.817,1.532
2022-07-31,0,9.272,0.786,1.532
2022-08-01,0.2,9.29,0.811,1.916
2022-08-02,0,9.293,0.821,1.916
2022-08-03,0,9.225,0.854,1.916
2022-08-04,0,9.165,0.873,1.916
2022-08-05,0,9.208,0.846,1.916
2022-08-06,0,9.191,0.855,1.916
2022-08-07,0.2,9.148,0.819,1.916
2022-08-08,12.8,10.055,0.754,1.916
2022-08-09,7,10.231,0.787,1.916
2022-08-10,8,11.392,0.701,1.916
2022-08-11,1.6,11.462,0.781,1.916
2022-08-12,0.4,11.05,0.772,1.916
2022-08-13,0.2,9.8,0.839,1.916
2022-08-14,0,8.696,0.803,1.916
2022-08-15,0,7.99,0.776,1.916
2022-08-16,0,7.542,0.839,1.916
2022-08-17,0.4,7.352,0.802,1.916
2022-08-18,0.2,7.589,0.779,1.916
2022-08-19,0,7.826,0.776,1.916
2022-08-20,0,8.039,0.787,1.916
2022-08-21,0,8.214,0.808,1.916
2022-08-22,0,8.432,0.827,1.916
2022-08-23,0,8.782,0.848,1.916
2022-08-24,0,9.031,0.852,1.916
2022-08-25,0,9.179,0.847,1.916
2022-08-26,0,9.191,0.838,1.916
2022-08-27,0,9.206,0.855,1.916
2022-08-28,0,9.111,0.843,1.916
2022-08-29,0,8.991,0.806,1.916
2022-08-30,0,9.038,0.793,1.916
2022-08-31,0,9.009,0.843,1.916
2022-09-01,0,8.96,0.815,2.580
2022-09-02,0,8.937,0.851,2.580
2022-09-03,0,8.898,0.858,2.580
2022-09-04,6.2,9.247,0.787,2.580
2022-09-05,0,9.363,0.758,2.580
2022-09-06,0.6,9.427,0.813,2.580
2022-09-07,0.4,9.491,0.771,2.580
2022-09-08,0,9.628,0.743,2.580
2022-09-09,0,9.632,0.849,2.580
2022-09-10,0,9.53,0.858,2.580
2022-09-11,0,9.24,0.790,2.580
2022-09-12,0.2,8.981,0.776,2.580
2022-09-13,5,8.93,0.784,2.580
2022-09-14,6.4,9.212,0.745,2.580
2022-09-15,3,9.4,0.736,2.580
2022-09-16,0.6,9.352,0.747,2.580
2022-09-17,0,9.194,0.795,2.580
2022-09-18,0,9.084,0.767,2.580
2022-09-19,0,8.902,0.776,2.580
2022-09-20,0.6,8.753,0.776,2.580
2022-09-21,5.4,8.548,0.810,2.580
2022-09-22,0.2,8.762,0.791,2.580
2022-09-23,0.2,8.611,0.838,2.580
2022-09-24,0,8.426,0.803,2.580
2022-09-25,0,8.214,0.789,2.580
2022-09-26,27.8,9.574,0.770,2.580
2022-09-27,19.4,11.365,0.722,2.580
2022-09-28,13.2,13.611,0.741,2.580
2022-09-29,0.2,14.037,0.713,2.580
2022-09-30,17.4,14.508,0.742,2.580
2022-10-01,0.6,14.002,0.787,3.418
2022-10-02,0,11.329,0.788,3.418
2022-10-03,0,7.6,0.750,3.418
2022-10-04,0,5.594,0.765,3.418
2022-10-05,0,4.525,0.784,3.418
2022-10-06,5.6,4.541,0.764,3.418
2022-10-07,8.4,7.37,0.765,3.418
2022-10-08,0,8.53,0.808,3.418
