Dia;Precipitacao;Vazao;Captacao;Evapotranspiracao
2015-01-01;0.000;3.339;0.000;4.281
2015-01-02;0.000;2.974;0.000;4.281
2015-01-03;0.000;2.500;0.000;4.281
2015-01-04;0.000;2.148;0.000;4.281
2015-01-05;0.000;2.170;0.000;4.281
2015-01-06;2.000;2.661;0.000;4.281
2015-01-07;21.500;4.418;0.000;4.281
2015-01-08;6.250;6.797;0.000;4.281
2015-01-09;0.000;7.665;0.000;4.281
2015-01-10;0.000;7.053;0.000;4.281
2015-01-11;0.000;5.714;0.000;4.281
2015-01-12;0.000;4.481;0.000;4.281
2015-01-13;0.000;3.843;0.000;4.281
2015-01-14;6.500;3.271;0.000;4.281
2015-01-15;0.000;2.650;0.000;4.281
2015-01-16;0.000;2.059;0.000;4.281
2015-01-17;0.000;1.658;0.000;4.281
2015-01-18;0.000;1.405;0.000;4.281
2015-01-19;0.250;1.367;0.000;4.281
2015-01-20;0.000;1.399;0.000;4.281
2015-01-21;0.000;1.546;0.000;4.281
2015-01-22;15.500;3.844;0.000;4.281
2015-01-23;5.250;3.092;0.000;4.281
2015-01-24;6.750;3.006;0.000;4.281
2015-01-25;1.750;3.201;0.000;4.281
2015-01-26;37.250;6.023;0.000;4.281
2015-01-27;2.250;7.949;0.000;4.281
2015-01-28;2.750;7.695;0.000;4.281
2015-01-29;0.000;5.377;0.000;4.281
2015-01-30;2.750;3.855;0.000;4.281
2015-01-31;0.000;3.078;0.000;4.281
2015-02-01;0.000;2.496;0.000;4.377
2015-02-02;25.000;7.109;0.000;4.377
2015-02-03;0.000;8.270;0.000;4.377
2015-02-04;0.250;7.737;0.000;4.377
2015-02-05;22.500;8.291;0.000;4.377
2015-02-06;0.000;8.644;0.000;4.377
2015-02-07;0.000;6.855;0.000;4.377
2015-02-08;0.000;5.391;0.000;4.377
2015-02-09;0.750;4.291;0.000;4.377
2015-02-10;24.500;8.671;0.000;4.377
2015-02-11;0.000;12.466;0.000;4.377
2015-02-12;0.000;12.480;0.000;4.377
2015-02-13;5.750;11.287;0.000;4.377
2015-02-14;0.750;11.098;0.000;4.377
2015-02-15;47.250;11.818;0.000;4.377
2015-02-16;2.250;17.248;0.000;4.377
2015-02-17;36.500;19.773;0.000;4.377
2015-02-18;17.500;25.515;0.000;4.377
2015-02-19;1.750;27.797;0.000;4.377
2015-02-20;0.000;25.107;0.000;4.377
2015-02-21;0.000;20.930;0.000;4.377
2015-02-22;0.000;16.713;0.000;4.377
2015-02-23;0.000;11.611;0.000;4.377
2015-02-24;2.500;7.629;0.000;4.377
2015-02-25;17.500;7.125;0.000;4.377
2015-02-26;0.250;8.899;0.000;4.377
2015-02-27;10.500;7.379;0.000;4.377
2015-02-28;0.250;7.509;0.000;4.377
2015-03-01;0.000;6.923;0.000;3.878
2015-03-02;0.000;6.305;0.000;3.878
2015-03-03;0.000;5.000;0.000;3.878
2015-03-04;0.000;3.971;0.000;3.878
2015-03-05;16.750;3.459;0.000;3.878
2015-03-06;3.000;8.349;0.000;3.878
2015-03-07;18.750;7.858;0.000;3.878
2015-03-08;11.250;9.691;0.000;3.878
2015-03-09;3.500;12.454;0.000;3.878
2015-03-10;25.000;13.007;0.000;3.878
2015-03-11;3.500;17.951;0.000;3.878
2015-03-12;4.000;19.490;0.000;3.878
2015-03-13;0.000;17.263;0.000;3.878
2015-03-14;0.750;12.856;0.000;3.878
2015-03-15;21.750;11.837;0.000;3.878
2015-03-16;7.250;15.710;0.000;3.878
2015-03-17;0.500;14.750;0.000;3.878
2015-03-18;3.750;11.449;0.000;3.878
2015-03-19;2.500;9.807;0.000;3.878
2015-03-20;2.250;9.448;0.000;3.878
2015-03-21;14.750;9.625;0.000;3.878
2015-03-22;0.750;9.588;0.000;3.878
2015-03-23;0.000;8.555;0.000;3.878
2015-03-24;0.000;7.053;0.000;3.878
2015-03-25;0.000;5.844;0.000;3.878
2015-03-26;0.000;4.958;0.000;3.878
2015-03-27;0.000;4.245;0.000;3.878
2015-03-28;0.000;3.787;0.000;3.878
2015-03-29;7.250;3.823;0.000;3.878
2015-03-30;0.000;3.924;0.000;3.878
2015-03-31;0.000;3.658;0.000;3.878
2015-04-01;0.000;3.308;0.000;3.104
2015-04-02;0.000;3.062;0.000;3.104
2015-04-03;0.000;2.838;0.000;3.104
2015-04-04;0.000;2.631;0.000;3.104
2015-04-05;9.000;2.662;0.000;3.104
2015-04-06;0.000;2.656;0.000;3.104
2015-04-07;1.500;2.503;0.000;3.104
2015-04-08;0.000;2.450;0.000;3.104
2015-04-09;0.000;2.335;0.000;3.104
2015-04-10;0.000;2.203;0.000;3.104
2015-04-11;0.000;2.061;0.000;3.104
2015-04-12;0.000;1.960;0.000;3.104
2015-04-13;0.000;1.952;0.000;3.104
2015-04-14;0.000;1.875;0.000;3.104
2015-04-15;1.000;1.804;0.000;3.104
2015-04-16;0.000;1.754;0.000;3.104
2015-04-17;0.500;1.743;0.000;3.104
2015-04-18;0.000;1.723;0.000;3.104
2015-04-19;0.500;1.823;0.000;3.104
2015-04-20;0.250;2.043;0.000;3.104
2015-04-21;1.250;2.686;0.000;3.104
2015-04-22;5.750;2.733;0.000;3.104
2015-04-23;4.000;2.693;0.000;3.104
2015-04-24;0.000;2.590;0.000;3.104
2015-04-25;0.000;2.331;0.000;3.104
2015-04-26;0.000;2.179;0.000;3.104
2015-04-27;0.000;2.013;0.000;3.104
2015-04-28;0.000;1.844;0.000;3.104
2015-04-29;0.000;1.751;0.000;3.104
2015-04-30;0.000;1.672;0.000;3.104
2015-05-01;0.000;1.665;0.000;1.867
2015-05-02;0.000;1.669;0.000;1.867
2015-05-03;0.000;1.752;0.000;1.867
2015-05-04;6.000;2.115;0.000;1.867
2015-05-05;0.500;2.482;0.000;1.867
2015-05-06;0.000;2.557;0.000;1.867
2015-05-07;0.000;2.553;0.000;1.867
2015-05-08;0.000;2.489;0.000;1.867
2015-05-09;0.000;2.454;0.000;1.867
2015-05-10;20.000;3.254;0.000;1.867
2015-05-11;0.500;4.438;0.000;1.867
2015-05-12;0.750;4.074;0.000;1.867
2015-05-13;0.500;3.802;0.000;1.867
2015-05-14;0.000;3.260;0.000;1.867
2015-05-15;0.000;2.749;0.000;1.867
2015-05-16;0.000;2.322;0.000;1.867
2015-05-17;0.000;2.120;0.000;1.867
2015-05-18;1.500;2.185;0.000;1.867
2015-05-19;0.250;2.732;0.000;1.867
2015-05-20;0.000;2.644;0.000;1.867
2015-05-21;0.000;2.491;0.000;1.867
2015-05-22;0.000;2.241;0.000;1.867
2015-05-23;0.000;2.097;0.000;1.867
2015-05-24;0.000;2.038;0.000;1.867
2015-05-25;0.000;2.079;0.000;1.867
2015-05-26;0.000;2.233;0.000;1.867
2015-05-27;0.000;2.256;0.000;1.867
2015-05-28;1.750;2.287;0.000;1.867
2015-05-29;9.000;2.684;0.000;1.867
2015-05-30;3.750;2.797;0.000;1.867
2015-05-31;17.750;4.090;0.000;1.867
2015-06-01;0.000;4.849;0.000;1.583
2015-06-02;0.000;4.395;0.000;1.583
2015-06-03;0.000;3.505;0.000;1.583
2015-06-04;0.000;2.710;0.000;1.583
2015-06-05;0.000;2.268;0.000;1.583
2015-06-06;0.000;2.060;0.000;1.583
2015-06-07;0.000;1.885;0.000;1.583
2015-06-08;0.000;1.801;0.000;1.583
2015-06-09;0.000;1.727;0.000;1.583
2015-06-10;0.000;1.747;0.000;1.583
2015-06-11;0.500;1.798;0.000;1.583
2015-06-12;0.000;1.983;0.000;1.583
2015-06-13;0.000;2.120;0.000;1.583
2015-06-14;0.000;2.208;0.000;1.583
2015-06-15;6.750;2.638;0.000;1.583
2015-06-16;0.250;2.982;0.000;1.583
2015-06-17;0.000;3.113;0.000;1.583
2015-06-18;8.250;3.162;0.000;1.583
2015-06-19;0.000;3.511;0.000;1.583
2015-06-20;0.000;3.585;0.000;1.583
2015-06-21;0.000;3.275;0.000;1.583
2015-06-22;0.000;2.763;0.000;1.583
2015-06-23;0.000;2.348;0.000;1.583
2015-06-24;1.000;2.162;0.000;1.583
2015-06-25;0.000;2.115;0.000;1.583
2015-06-26;0.000;2.080;0.000;1.583
2015-06-27;0.000;2.026;0.000;1.583
2015-06-28;0.000;2.157;0.000;1.583
2015-06-29;0.000;2.308;0.000;1.583
2015-06-30;0.000;2.394;0.000;1.583
2015-07-01;0.000;2.447;0.000;1.532
2015-07-02;0.000;2.786;0.000;1.532
2015-07-03;4.500;3.133;0.000;1.532
2015-07-04;4.000;3.409;0.000;1.532
2015-07-05;0.250;3.598;0.000;1.532
2015-07-06;0.000;3.643;0.000;1.532
2015-07-07;2.250;3.604;0.000;1.532
2015-07-08;0.500;3.313;0.000;1.532
2015-07-09;0.000;2.831;0.000;1.532
2015-07-10;0.000;2.406;0.000;1.532
2015-07-11;0.750;2.117;0.000;1.532
2015-07-12;0.000;1.973;0.000;1.532
2015-07-13;0.000;1.858;0.000;1.532
2015-07-14;0.000;1.749;0.000;1.532
2015-07-15;0.000;1.710;0.000;1.532
2015-07-16;0.000;1.805;0.000;1.532
2015-07-17;0.000;1.908;0.000;1.532
2015-07-18;0.000;2.218;0.000;1.532
2015-07-19;0.000;2.480;0.000;1.532
2015-07-20;0.000;2.797;0.000;1.532
2015-07-21;0.000;2.929;0.000;1.532
2015-07-22;0.000;2.990;0.000;1.532
2015-07-23;2.000;3.027;0.000;1.532
2015-07-24;21.750;3.457;0.000;1.532
2015-07-25;11.250;5.638;0.000;1.532
2015-07-26;0.000;5.327;0.000;1.532
2015-07-27;0.000;4.654;0.000;1.532
2015-07-28;0.250;3.725;0.000;1.532
2015-07-29;0.000;3.021;0.000;1.532
2015-07-30;0.000;2.384;0.000;1.532
2015-07-31;0.000;2.035;0.000;1.532
2015-08-01;0.000;1.830;0.000;1.916
2015-08-02;0.000;1.773;0.000;1.916
2015-08-03;0.000;2.135;0.000;1.916
2015-08-04;0.000;2.795;0.000;1.916
2015-08-05;0.000;3.260;0.000;1.916
2015-08-06;0.000;3.389;0.000;1.916
2015-08-07;0.000;3.387;0.000;1.916
2015-08-08;0.000;3.389;0.000;1.916
2015-08-09;0.000;3.565;0.000;1.916
2015-08-10;0.000;4.000;0.000;1.916
2015-08-11;0.000;4.561;0.000;1.916
2015-08-12;0.000;4.090;0.000;1.916
2015-08-13;0.000;3.468;0.000;1.916
2015-08-14;0.000;3.349;0.000;1.916
2015-08-15;0.000;3.109;0.000;1.916
2015-08-16;0.000;3.016;0.000;1.916
2015-08-17;0.000;2.924;0.000;1.916
2015-08-18;0.000;2.803;0.000;1.916
2015-08-19;0.000;2.912;0.000;1.916
2015-08-20;0.500;3.202;0.000;1.916
2015-08-21;0.000;3.231;0.000;1.916
2015-08-22;0.000;3.105;0.000;1.916
2015-08-23;0.000;3.070;0.000;1.916
2015-08-24;11.250;3.178;0.000;1.916
2015-08-25;3.000;3.732;0.000;1.916
2015-08-26;0.250;3.670;0.000;1.916
2015-08-27;17.750;4.432;0.000;1.916
2015-08-28;0.000;4.469;0.000;1.916
2015-08-29;0.000;3.795;0.000;1.916
2015-08-30;0.000;2.771;0.000;1.916
2015-08-31;0.000;2.152;0.000;1.916
2015-09-01;0.000;1.812;0.000;2.580
2015-09-02;0.000;1.688;0.000;2.580
2015-09-03;0.000;1.989;0.000;2.580
2015-09-04;1.250;2.419;0.000;2.580
2015-09-05;0.000;2.666;0.000;2.580
2015-09-06;0.000;3.036;0.000;2.580
2015-09-07;6.000;3.611;0.000;2.580
2015-09-08;69.750;8.711;0.000;2.580
2015-09-09;0.000;15.066;0.000;2.580
2015-09-10;8.250;13.707;0.000;2.580
2015-09-11;34.500;14.533;0.000;2.580
2015-09-12;1.500;15.671;0.000;2.580
2015-09-13;0.500;13.987;0.000;2.580
2015-09-14;0.000;10.666;0.000;2.580
2015-09-15;0.000;7.488;0.000;2.580
2015-09-16;0.000;5.304;0.000;2.580
2015-09-17;0.000;3.758;0.000;2.580
2015-09-18;0.000;2.748;0.000;2.580
2015-09-19;0.000;2.185;0.000;2.580
2015-09-20;0.000;1.969;0.000;2.580
2015-09-21;0.000;1.946;0.000;2.580
2015-09-22;0.000;1.797;0.000;2.580
2015-09-23;0.000;1.737;0.000;2.580
2015-09-24;0.250;1.973;0.000;2.580
2015-09-25;15.750;2.422;0.000;2.580
2015-09-26;12.250;5.251;0.000;2.580
2015-09-27;0.500;6.373;0.000;2.580
2015-09-28;10.750;7.238;0.000;2.580
2015-09-29;0.000;5.961;0.000;2.580
2015-09-30;13.750;5.921;0.000;2.580
2015-10-01;0.000;9.130;0.000;3.418
2015-10-02;4.500;7.845;0.000;3.418
2015-10-03;3.000;6.205;0.000;3.418
2015-10-04;0.250;5.409;0.000;3.418
2015-10-05;0.000;4.489;0.000;3.418
2015-10-06;0.000;3.668;0.000;3.418
2015-10-07;0.000;3.071;0.000;3.418
2015-10-08;0.000;2.626;0.000;3.418
2015-10-09;0.000;2.333;0.000;3.418
2015-10-10;0.000;2.196;0.000;3.418
2015-10-11;;;0.000;3.418
2015-10-12;;;0.000;3.418
2015-10-13;15.750;;0.000;3.418
