Dia;PrevD1;PrevD2;PrevD3;PrevD4
2022-05-19;0.001;0.000;0.000;0.000
2022-05-20;0.151;0.035;0.022;0.000
2022-05-21;0.048;0.040;0.009;0.000
2022-05-22;0.007;0.000;0.000;0.000
2022-05-23;0.002;0.094;0.001;0.000
2022-05-24;0.000;0.000;0.000;0.000
2022-05-25;0.000;0.000;0.056;0.000
2022-05-26;0.000;0.010;0.000;0.000
2022-05-27;0.000;0.000;0.000;0.000
2022-05-28;0.000;0.000;0.004;0.818
2022-05-29;0.000;0.000;0.079;1.741
2022-05-30;0.000;0.659;20.008;0.000
2022-05-31;6.254;0.489;0.090;0.020
2022-06-01;0.631;0.033;0.142;0.193
2022-06-02;0.042;0.336;0.368;0.004
2022-06-03;0.430;0.283;0.006;0.013
2022-06-04;0.183;0.079;0.065;0.001
2022-06-05;0.019;0.014;0.141;0.016
2022-06-06;0.001;0.000;3.244;0.088
2022-06-07;0.002;1.712;2.525;0.947
2022-06-08;3.155;10.467;4.071;0.639
2022-06-09;0.484;1.854;0.954;0.000
2022-06-10;1.776;0.518;0.098;0.000
2022-06-11;0.185;0.071;0.083;0.093
2022-06-12;0.134;0.000;0.253;0.034
2022-06-13;0.000;0.145;0.026;0.004
2022-06-14;0.061;0.027;0.003;0.000
2022-06-15;0.024;0.040;0.000;0.598
2022-06-16;0.000;0.000;2.058;0.347
2022-06-17;0.000;2.907;0.117;0.031
2022-06-18;3.114;0.204;2.387;0.000
2022-06-19;0.000;0.000;0.000;0.000
2022-06-20;0.265;0.003;0.000;0.000
2022-06-21;0.035;0.001;0.000;0.000
2022-06-22;0.000;0.000;0.000;0.012
2022-06-23;0.000;0.000;0.058;0.530
2022-06-24;0.000;0.059;0.711;0.061
2022-06-25;0.000;0.000;0.000;0.000
2022-06-26;1.090;0.040;0.002;0.001
2022-06-27;0.033;0.017;0.022;0.041
2022-06-28;0.029;0.000;0.076;0.111
2022-06-29;0.000;0.049;0.054;0.000
2022-06-30;0.066;0.065;0.000;0.000
2022-07-01;0.000;0.001;0.000;0.000
2022-07-02;0.000;0.000;0.000;0.000
2022-07-03;0.000;0.000;0.000;0.000
2022-07-04;0.000;0.000;0.000;0.000
2022-07-05;0.000;0.000;0.000;0.000
2022-07-06;0.000;0.000;0.000;0.000
2022-07-07;0.000;0.000;0.000;0.000
2022-07-08;0.000;0.000;0.000;0.000
2022-07-09;0.000;0.000;0.000;0.000
2022-07-10;0.000;0.000;0.000;0.000
2022-07-11;0.000;0.000;0.000;0.000
2022-07-12;0.095;0.138;0.007;0.000
2022-07-13;0.190;0.030;0.000;0.000
2022-07-14;0.025;0.000;0.000;0.000
2022-07-15;0.000;0.000;0.010;0.148
2022-07-16;0.000;0.000;0.022;0.000
2022-07-17;0.004;0.063;0.038;0.025
2022-07-18;0.055;0.063;0.168;0.000
2022-07-19;0.023;0.262;0.556;0.000
2022-07-20;0.153;0.069;0.009;0.001
2022-07-21;0.038;0.000;0.000;0.000
2022-07-22;0.000;0.000;0.000;0.000
2022-07-23;0.000;0.000;0.000;0.000
2022-07-24;0.000;0.000;0.000;0.000
2022-07-25;0.000;0.000;0.065;0.000
2022-07-26;0.000;0.030;0.000;0.000
2022-07-27;0.044;0.016;0.578;7.370
2022-07-28;0.000;0.054;0.880;0.055
2022-07-29;0.030;0.207;0.104;0.010
2022-07-30;0.000;0.000;0.000;0.000
2022-07-31;0.055;0.038;0.000;0.012
2022-08-01;0.000;0.000;0.000;0.000
2022-08-02;0.000;0.000;0.000;0.000
2022-08-03;0.000;0.000;0.003;0.004
2022-08-04;0.000;0.078;0.275;0.001
2022-08-05;0.067;0.264;0.031;0.001
2022-08-06;0.210;0.004;0.430;8.423
2022-08-07;0.016;0.678;1.688;14.261
2022-08-08;5.143;4.274;10.912;1.474
2022-08-09;6.543;23.815;1.713;0.488
2022-08-10;19.033;1.315;0.032;0.005
2022-08-11;2.183;0.201;0.004;0.000
2022-08-12;0.088;0.003;0.000;0.000
2022-08-13;0.000;0.000;0.000;0.000
2022-08-14;0.000;0.000;0.208;0.002
2022-08-15;0.000;0.000;0.000;0.000
2022-08-16;0.000;0.004;0.000;0.542
